"title","authors","year","publisher","abstract","url"
"Legalbench: A collaboratively built benchmark for measuring legal reasoning in large language models","N Guha, J Nyarko, D Ho, C Ré…","2023","NeurIPS","… of large language models (LLMs) and their adoption by the legal community has given rise to
the question: what types of legal reasoning … be analogical reasoning grounded in case law. …","https://proceedings.neurips.cc/paper_files/paper/2023/hash/89e44582fd28ddfea1ea4dcb0ebbf4b0-Abstract-Datasets_and_Benchmarks.html"
"Large language models meet cognitive science: LLMs as tools, models, and participants","M Hardy, I Sucholutsky, B Thompson…","2023","escholarship.org","Large language models (LLMs) like GPT-3 are revolutionizing artificial intelligence, leading to breakthroughs in question answering, natural language understanding, and machine translation. Recent work in a variety of social science disciplines, including psychology, economics, and political science has demonstrated remarkable similarity between the behavior of LLMs and human decision makers. At the same time, AI researchers and engineers struggle to understand these systems, leading to practical challenges and ethical questions about fair and safe deployment. This workshop aims to bring together researchers to discuss work on using psychological methods to understand LLMs and LLMs as tools for understanding humans. Along these lines, we have invited leading researchers from cognitive science, psychology, and machine learning to present their work on topics that include: When and why do LLMs exhibit biased behavior? How do these compare to human biases? What sorts of psychological tasks do LLMs struggle with? Can we use psychological theory to structure this search? And how does the knowledge encoded in LLMs differ from human knowledge?","https://escholarship.org/uc/item/6dp9k2gz"
"Reasoning with language model prompting: A survey","S Qiao, Y Ou, N Zhang, X Chen, Y Yao…","2023","aclanthology.org","Reasoning, as an essential ability for complex problem-solving, can provide back-end support for various real-world applications, such as medical diagnosis, negotiation, etc. This paper provides a comprehensive survey of cutting-edge research on reasoning with language model prompting. We introduce research works with comparisons and summaries and provide systematic resources to help beginners. We also discuss the potential reasons for emerging such reasoning abilities and highlight future research directions. Resources are available at https://github.com/zjunlp/Prompt4ReasoningPapers (updated periodically).","https://aclanthology.org/2023.acl-long.294/"
"Datasets for large language models: A comprehensive survey","Y Liu, J Cao, C Liu, K Ding, L Jin","2025","Springer","This paper embarks on an exploration into the large language model (LLM) datasets, which play a crucial role in the remarkable advancements of LLMs. The datasets serve as the foundational infrastructure analogous to a root system that sustains and nurtures the development of LLMs. Consequently, examination of these datasets emerges as a critical topic in research. In order to address the current lack of a comprehensive overview and thorough analysis of LLM datasets, and to gain insights into their current status and future trends, this survey consolidates and categorizes the fundamental aspects of LLM datasets from four perspectives: (a) pre-training corpora; (b) instruction fine-tuning datasets; (c) preference datasets; (d) evaluation datasets. The survey sheds light on the prevailing challenges and points out potential avenues for future investigation. Additionally, a comprehensive review of the existing available dataset resources is also provided, including statistics from 303 datasets, covering 8 language categories and spanning 32 domains. Information from 20 dimensions is incorporated into the dataset statistics. The total data size surveyed surpasses 774.5 TB for pre-training corpora and 700 M instances for other datasets. We aim to present the entire landscape of LLM text datasets, serving as a comprehensive reference for researchers in this field and contributing to future studies. Related resources are available at: https://github.com/lmmlzn/Awesome-LLMs-Datasets.","https://link.springer.com/article/10.1007/s10462-025-11403-7"
"A survey of prompt engineering methods in large language models for different nlp tasks","S Vatsal, H Dubey","2024","arXiv","Large language models (LLMs) have shown remarkable performance on many different Natural Language Processing (NLP) tasks. Prompt engineering plays a key role in adding more to the already existing abilities of LLMs to achieve significant performance gains on various NLP tasks. Prompt engineering requires composing natural language instructions called prompts to elicit knowledge from LLMs in a structured way. Unlike previous state-of-the-art (SoTA) models, prompt engineering does not require extensive parameter re-training or fine-tuning based on the given NLP task and thus solely operates on the embedded knowledge of LLMs. Additionally, LLM enthusiasts can intelligently extract LLMs' knowledge through a basic natural language conversational exchange or prompt engineering, allowing more and more people even without deep mathematical machine learning background to experiment with LLMs. With prompt engineering gaining popularity in the last two years, researchers have come up with numerous engineering techniques around designing prompts to improve accuracy of information extraction from the LLMs. In this paper, we summarize different prompting techniques and club them together based on different NLP tasks that they have been used for. We further granularly highlight the performance of these prompting strategies on various datasets belonging to that NLP task, talk about the corresponding LLMs used, present a taxonomy diagram and discuss the possible SoTA for specific datasets. In total, we read and present a survey of 44 research papers which talk about 39 different prompting methods on 29 different NLP tasks of which most of them have been published in the last two years.","https://arxiv.org/abs/2407.12994"
"Assessing the strengths and weaknesses of large language models","S Lappin","2024","Springer","The transformers that drive chatbots and other AI systems constitute large language models (LLMs). These are currently the focus of a lively discussion in both the scientific literature and the popular media. This discussion ranges from hyperbolic claims that attribute general intelligence and sentience to LLMs, to the skeptical view that these devices are no more than “stochastic parrots”. I present an overview of some of the weak arguments that have been presented against LLMs, and I consider several of the more compelling criticisms of these devices. The former significantly underestimate the capacity of transformers to achieve subtle inductive inferences required for high levels of performance on complex, cognitively significant tasks. In some instances, these arguments misconstrue the nature of deep learning. The latter criticisms identify significant limitations in the way in which transformers learn and represent patterns in data. They also point out important differences between the procedures through which deep neural networks and humans acquire knowledge of natural language. It is necessary to look carefully at both sets of arguments in order to achieve a balanced assessment of the potential and the limitations of LLMs.","https://link.springer.com/article/10.1007/s10849-023-09409-x"
"Turning large language models into cognitive models","M Binz, E Schulz","2023","arXiv","Large language models are powerful systems that excel at many tasks, ranging from translation to mathematical reasoning. Yet, at the same time, these models often show unhuman-like characteristics. In the present paper, we address this gap and ask whether large language models can be turned into cognitive models. We find that -- after finetuning them on data from psychological experiments -- these models offer accurate representations of human behavior, even outperforming traditional cognitive models in two decision-making domains. In addition, we show that their representations contain the information necessary to model behavior on the level of individual subjects. Finally, we demonstrate that finetuning on multiple tasks enables large language models to predict human behavior in a previously unseen task. Taken together, these results suggest that large, pre-trained models can be adapted to become generalist cognitive models, thereby opening up new research directions that could transform cognitive psychology and the behavioral sciences as a whole.","https://arxiv.org/abs/2306.03917"
"Language models and psychological sciences","G Sartori, G Orrù","2023","frontiersin.org","Large language models (LLMs) are demonstrating impressive performance on many reasoning and problem-solving tasks from cognitive psychology. When tested, the...","https://www.frontiersin.org/journals/psychology/articles/10.3389/fpsyg.2023.1279317/full"
"Language models show human-like content effects on reasoning tasks","I Dasgupta, AK Lampinen, SCY Chan…","2022","arXiv","Reasoning is a key ability for an intelligent system. Large language models (LMs) achieve above-chance performance on abstract reasoning tasks, but exhibit many imperfections. However, human abstract reasoning is also imperfect. For example, human reasoning is affected by our real-world knowledge and beliefs, and shows notable ""content effects""; humans reason more reliably when the semantic content of a problem supports the correct logical inferences. These content-entangled reasoning patterns play a central role in debates about the fundamental nature of human intelligence. Here, we investigate whether language models $\unicode{x2014}$ whose prior expectations capture some aspects of human knowledge $\unicode{x2014}$ similarly mix content into their answers to logical problems. We explored this question across three logical reasoning tasks: natural language inference, judging the logical validity of syllogisms, and the Wason selection task. We evaluate state of the art large language models, as well as humans, and find that the language models reflect many of the same patterns observed in humans across these tasks $\unicode{x2014}$ like humans, models answer more accurately when the semantic content of a task supports the logical inferences. These parallels are reflected both in answer patterns, and in lower-level features like the relationship between model answer distributions and human response times. Our findings have implications for understanding both these cognitive effects in humans, and the factors that contribute to language model performance.","https://arxiv.org/abs/2207.07051"
"Challenging big-bench tasks and whether chain-of-thought can solve them","M Suzgun, N Scales, N Schärli…","2023","aclanthology.org","BIG-Bench (Srivastava et al., 2022) is a diverse evaluation suite that focuses on tasks believed to be beyond the capabilities of current language models. Language models have already made good progress on this benchmark, with the best model in the BIG-Bench paper outperforming average reported human-rater results on 65% of the BIG-Bench tasks via few-shot prompting. But on what tasks do language models fall short of average human-rater performance, and are those tasks actually unsolvable by current language models? In this work, we focus on a suite of 23 challenging BIG-Bench tasks which we call BIG-Bench Hard (BBH). These are the tasks for which prior language model evaluations did not outperform the average human-rater. We find that applying chain-of-thought (CoT) prompting to BBH tasks enables PaLM to surpass the average human-rater performance on 10 of the 23 tasks, and Codex (code-davinci-002) to surpass the average human-rater performance on 17 of the 23 tasks. Since many tasks in BBH require multi-step reasoning, few-shot prompting without CoT, as done in the BIG-Bench evaluations (Srivastava et al., 2022), substantially underestimates the best performance and capabilities of language models, which is better captured via CoT prompting. As further analysis, we explore the interaction between CoT and model scale on BBH, finding that CoT enables emergent task performance on several BBH tasks with otherwise flat scaling curves.","https://aclanthology.org/2023.findings-acl.824/"
